Wall time,Step,Value
1748330361.143288,18,-0.01875678449869156
1748330375.8474946,47,-0.01875678449869156
1748330383.4661455,62,-0.01875678449869156
1748330383.973041,63,-0.01875678449869156
1748330388.0410585,71,-0.01875678449869156
1748330397.17308,89,-0.01875678449869156
1748330404.2970674,103,-0.01875678449869156
1748330406.3250315,107,-0.01875678449869156
1748330416.9842064,128,-0.01875678449869156
1748330418.001085,130,-0.01875678449869156
1748330431.7691286,157,-0.01875678449869156
1748330433.2903097,160,-0.01875678449869156
1748330435.312096,164,-0.01875678449869156
1748330439.3602946,172,-0.01875678449869156
1748330449.0092218,191,-0.01875678449869156
1748330455.1131651,203,-0.01875678449869156
1748330468.3141177,229,-0.01875678449869156
1748330475.9208384,244,-0.01875678449869156
1748330476.4290624,245,-0.01875678449869156
1748330483.529043,259,-0.01875678449869156
1748330489.6337616,271,-0.01875678449869156
1748330495.2081115,282,-0.01875678449869156
1748330496.7337227,285,-0.01875678449869156
1748330512.4770184,316,-0.01875678449869156
1748330513.997022,319,-0.01875678449869156
1748330527.7090497,346,-0.01875678449869156
1748330533.7970145,358,-0.01875678449869156
1748330537.8453891,366,-0.01875678449869156
1748330544.1027703,378,-0.01875678449869156
1748330548.1611738,386,-0.01875678449869156
1748330556.2605906,402,-0.01875678449869156
1748330562.8551102,415,-0.01875678449869156
1748330573.5763946,436,-0.01875678449869156
1748330574.0787888,437,-0.01875678449869156
1748330578.6717591,446,-0.01875678449869156
1748330586.3450518,461,-0.01875678449869156
1748330588.4131348,465,-0.01875678449869156
1748330593.4890468,475,-0.01875678449869156
1748330596.0256464,480,-0.01875678449869156
1748330596.528778,481,-0.01875678449869156
1748330611.260112,510,-0.01875678449869156
1748330612.2770674,512,-0.01875678449869156
1748330612.7835848,513,-0.01875678449869156
1748330622.9571881,533,-0.01875678449869156
1748330625.4890761,538,-0.01875678449869156
1748330626.5202644,540,-0.01875678449869156
1748330634.6616888,556,-0.01875678449869156
1748330637.7090414,562,-0.01875678449869156
1748330651.9972353,590,-0.01875678449869156
1748330654.0210917,594,-0.01875678449869156
1748330655.0299184,596,-0.01875678449869156
1748330671.861835,629,-0.01875678449869156
1748330675.921031,637,-0.01875678449869156
1748330678.945028,643,-0.01875678449869156
1748330679.4530668,644,-0.01875678449869156
1748330686.6284976,658,-0.01875678449869156
1748330691.2170475,667,-0.01875678449869156
1748330695.3669913,675,-0.01875678449869156
1748330718.9673293,721,-0.01875678449869156
1748330720.9978056,725,-0.01875678449869156
1748330741.0811963,764,-0.01875678449869156
1748330746.66967,775,-0.01875678449869156
1748330750.229045,782,-0.01875678449869156
1748330753.352194,788,-0.01875678449869156
1748330761.4361432,804,-0.01875678449869156
1748330775.9210267,832,-0.01875678449869156
1748330788.6337252,857,-0.01875678449869156
1748330793.216991,866,-0.01875678449869156
1748330803.349065,886,-0.01875678449869156
1748330831.8694134,942,-0.01875678449869156
1748330860.8850324,999,-0.01875678449869156
1748330863.417071,1004,-0.01875678449869156
1748330868.9930763,1015,-0.01875678449869156
1748330872.5611727,1022,-0.01875678449869156
1748330874.5931325,1026,-0.01875678449869156
1748330875.608175,1028,-0.01875678449869156
1748330880.255854,1037,-0.01875678449869156
1748330889.9232888,1056,-0.01875678449869156
1748330897.5570283,1071,-0.01875678449869156
1748330900.6378243,1077,-0.01875678449869156
1748330911.3417192,1098,-0.01875678449869156
1748330916.9359887,1109,-0.01875678449869156
1748330917.9509382,1111,-0.01875678449869156
1748330925.0211182,1125,-0.01875678449869156
1748330928.617085,1132,-0.01875678449869156
1748330938.2450655,1151,-0.01875678449869156
1748330938.773723,1152,-0.01875678449869156
1748330944.869723,1164,-0.01875678449869156
1748330949.9536526,1174,-0.01875678449869156
