Wall time,Step,Value
1747243668.7741141,465,37.79194641113281
1747243767.595724,658,37.79194641113281
1747244011.3735695,1132,37.79194641113281
1747244426.6343033,1940,37.79194641113281
1747244436.9451551,1960,37.79194641113281
1747244813.9225318,2693,37.79194641113281
1747244826.3777578,2717,37.79194641113281
1747245107.6622295,3265,37.79194641113281
1747245546.7854638,4121,37.79194641113281
1747245577.6923535,4181,37.79194641113281
1747246131.3895311,5262,35.931007385253906
1747246148.1076248,5295,39.205963134765625
1747246182.019246,5362,37.73676300048828
1747246228.7597,5454,37.739410400390625
1747246421.1350522,5832,35.81822967529297
1747246438.579002,5866,44.865142822265625
1747246505.1873817,5997,50.07793426513672
1747246533.725483,6053,40.79035949707031
1747246648.4875329,6279,42.238922119140625
1747246676.5677466,6334,40.80228042602539
1747246877.508199,6730,39.11922836303711
1747246938.4804564,6850,34.81755828857422
1747247009.980747,6991,35.025089263916016
1747247237.3975635,7436,36.48696517944336
1747247251.781464,7464,36.48696517944336
1747247344.2584524,7644,36.48696517944336
1747247677.5934489,8291,36.48696517944336
1747247809.729457,8548,36.48696517944336
1747247812.8239086,8554,36.48696517944336
1747247885.0021327,8694,36.48696517944336
1747247914.5575836,8752,36.48696517944336
1747248120.9462218,9152,36.48696517944336
1747248172.1330853,9252,36.48696517944336
1747248192.2667239,9291,36.48696517944336
1747248407.9451947,9712,36.48696517944336
1747248429.125213,9753,36.48696517944336
1747248472.3908796,9837,36.48696517944336
1747248501.72044,9894,36.48696517944336
1747248513.4391072,9917,36.48696517944336
1747248529.8407242,9949,36.48696517944336
1747248545.1383657,9979,36.48696517944336
1747248588.51745,10063,36.48696517944336
1747248654.0815728,10191,36.48696517944336
1747248783.9690123,10445,32.21068572998047
1747248821.2475462,10518,37.923072814941406
1747248886.0152547,10645,35.385719299316406
1747249080.8878536,11023,40.47418212890625
1747249130.005457,11118,40.47418212890625
1747249491.6809108,11819,40.47418212890625
1747249599.0092092,12027,40.47418212890625
1747249624.118668,12076,40.47418212890625
1747249767.4182222,12354,40.47418212890625
1747249830.1565666,12476,40.47418212890625
1747250051.7449605,12905,40.47418212890625
1747250255.2062087,13304,33.340003967285156
1747250297.8514216,13388,36.671592712402344
1747250366.0645723,13522,39.56584548950195
1747250508.133063,13802,36.884498596191406
1747250532.0308166,13849,35.140281677246094
1747250594.1364372,13971,34.497947692871094
1747250936.0857418,14645,35.27134323120117
1747251041.168829,14851,40.015106201171875
1747251150.130112,15065,35.92869567871094
1747251308.0854876,15371,41.7789306640625
1747251431.982681,15610,41.7789306640625
1747251756.5972137,16241,36.194664001464844
1747252077.3360698,16866,41.03627014160156
1747252086.0175397,16883,41.03627014160156
1747252098.1734223,16907,41.03627014160156
1747252721.8779736,18121,41.03627014160156
1747252726.1026692,18129,41.03627014160156
1747252730.209512,18137,41.03627014160156
1747252907.5218737,18481,41.03627014160156
1747253050.8414452,18759,41.03627014160156
1747253069.1572638,18795,41.03627014160156
1747253282.521562,19209,41.03627014160156
1747253339.3999097,19319,41.03627014160156
1747253369.3014963,19377,41.03627014160156
1747253433.1420665,19501,41.03627014160156
1747253456.2535331,19546,41.03627014160156
1747253492.8586159,19617,41.03627014160156
1747254008.3126163,20618,41.03627014160156
1747254022.6624084,20646,41.03627014160156
1747254122.9815488,20841,41.03627014160156
1747254187.9823415,20968,31.848228454589844
1747254222.9654186,21036,34.270320892333984
1747254340.1754773,21267,37.199546813964844
1747254795.0708487,22162,40.08102798461914
1747255069.2093873,22702,42.58937454223633
